player_id,name,age,nationality,team,league,position,specific_position,injured,height_cm,weight_kg,stamina,matches_played,minutes_played,yellow_cards,red_cards,goals,assists,shots_per_game,key_passes_per_game,dribbles_per_game,tackles_per_game,interceptions_per_game,clearances_per_game,aerial_duels_won_pct,fouls_per_game,pass_accuracy_pct,passes_per_game,long_balls_per_game,crosses_per_game,saves_per_game,clean_sheets,goals_conceded,penalty_save_pct
22,Mateo López,36,Francesa,Monaco,Ligue 1,Delantero,DC,No,171,74,98,7,490,7,1,11,2,1.79,1.77,2.95,0.26,0.66,0.97,43.3,0.72,70.44,28.96,0.01,2.28,0.0,0.0,0.0,0.0
23,Nicolás Rodríguez,20,Francesa,Bayer Leverkusen,Bundesliga,Delantero,DC,No,181,78,85,15,1275,7,1,18,3,2.27,0.09,2.17,0.83,0.05,0.4,44.87,0.27,68.04,29.41,0.81,1.79,0.0,0.0,0.0,0.0
24,Santiago Castro,36,Francesa,AC Milan,Serie A,Defensa,LI,No,182,80,57,7,476,2,1,3,1,0.2,0.27,0.72,2.72,1.61,0.99,77.55,1.49,84.42,17.5,1.71,0.81,0.0,0.0,0.0,0.0
25,Leo Martínez,21,Francesa,Marseille,Ligue 1,Portero,POR,No,187,84,96,6,474,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.61,8.1,0.71,0.0,2.5,11.91,47.18,38.93
26,Rafael Ruiz,35,Francesa,Lazio,Serie A,Mediocentro,MCO,No,175,67,63,10,770,9,1,0,5,0.39,0.27,1.47,1.85,1.84,0.4,46.7,1.81,77.49,48.43,1.56,0.24,0.0,0.0,0.0,0.0
27,Daniel Suárez,36,Francesa,Monaco,Ligue 1,Delantero,EI,No,186,77,70,21,1449,5,0,13,3,2.56,0.36,0.86,0.65,0.86,0.6,44.48,0.52,62.75,14.96,0.26,2.79,0.0,0.0,0.0,0.0
28,Juan Ortega,23,Francesa,Rennes,Ligue 1,Mediocentro,MC,No,180,73,94,38,3154,9,3,1,4,0.35,0.83,1.31,0.58,1.79,0.99,54.22,0.33,88.44,53.13,1.74,0.43,0.0,0.0,0.0,0.0
29,Gabriel Ramos,36,Francesa,Napoli,Serie A,Mediocentro,MCD,No,179,69,53,32,2624,2,2,4,1,1.02,1.5,0.71,0.33,1.61,0.01,54.45,0.03,66.78,45.3,1.33,0.41,0.0,0.0,0.0,0.0
30,Pedro Molina,28,Francesa,Atalanta,Serie A,Mediocentro,MCO,No,184,74,77,3,231,3,0,2,2,0.46,0.71,0.71,0.11,0.98,0.85,57.29,1.81,79.96,56.44,1.22,0.15,0.0,0.0,0.0,0.0
31,Andrés Morales,23,Francesa,Manchester City,Premier,Defensa,DFC,No,175,86,70,14,1008,0,1,0,0,0.16,0.46,1.0,1.84,0.32,3.66,53.53,0.03,84.49,21.97,2.47,0.81,0.0,0.0,0.0,0.0
32,Miguel Suárez,30,Francesa,Union Berlin,Bundesliga,Portero,POR,No,191,94,80,22,1782,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.12,10.2,3.77,0.0,4.14,8.54,22.04,1.15
33,Diego Fernández,27,Francesa,Valencia,LaLiga,Defensa,LI,No,191,82,63,4,264,4,0,3,1,0.28,0.49,0.56,0.64,2.14,4.04,60.66,0.28,69.4,25.24,2.01,0.44,0.0,0.0,0.0,0.0
34,Enzo Ortega,32,Francesa,Lens,Ligue 1,Defensa,LI,No,184,75,77,27,2376,8,2,2,0,0.01,0.06,0.58,1.46,2.65,1.8,63.51,1.41,82.1,19.55,0.73,0.6,0.0,0.0,0.0,0.0
35,Alejandro Castro,29,Francesa,Napoli,Serie A,Portero,POR,No,190,78,54,7,455,1,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.93,6.99,0.33,0.0,1.81,14.99,36.23,56.95
36,Leo Vega,30,Francesa,RB Leipzig,Bundesliga,Delantero,ED,No,188,66,93,16,1344,8,0,12,10,2.61,0.47,2.11,0.11,0.67,0.09,33.22,0.25,79.47,29.68,0.03,2.6,0.0,0.0,0.0,0.0
37,Juan Rodríguez,20,Francesa,Lens,Ligue 1,Defensa,LD,No,195,78,83,19,1425,10,0,0,4,0.09,0.38,0.48,2.27,1.3,2.93,84.48,1.05,74.04,27.45,2.35,0.51,0.0,0.0,0.0,0.0
38,Juan Ramos,34,Francesa,Villarreal,LaLiga,Defensa,LD,No,194,76,97,29,2465,5,1,1,0,0.48,0.22,0.58,2.18,1.12,1.79,69.73,1.22,81.15,19.52,2.46,0.85,0.0,0.0,0.0,0.0
39,Daniel Martínez,29,Francesa,Valencia,LaLiga,Mediocentro,MC,No,185,76,56,12,744,6,0,1,3,0.9,0.13,0.85,1.2,1.75,0.25,47.39,1.19,81.27,46.02,1.85,0.78,0.0,0.0,0.0,0.0
40,Pedro Ruiz,18,Francesa,Arsenal,Premier,Defensa,LD,No,192,74,60,12,828,8,0,3,4,0.24,0.42,0.71,1.72,0.11,1.75,84.84,1.92,74.8,31.48,2.07,0.14,0.0,0.0,0.0,0.0
41,Daniel Ramos,31,Francesa,Lens,Ligue 1,Delantero,ED,No,180,69,74,12,804,1,1,16,6,1.4,1.79,2.66,0.45,0.92,0.03,32.14,0.88,61.6,24.48,0.88,0.13,0.0,0.0,0.0,0.0
42,Diego Sánchez,26,Francesa,Juventus,Serie A,Mediocentro,MCO,No,177,78,90,4,344,4,1,4,7,1.29,1.3,1.45,1.19,1.4,0.29,41.94,0.21,80.03,51.19,0.18,0.57,0.0,0.0,0.0,0.0
43,Carlos Ruiz,18,Francesa,Bayern Munich,Bundesliga,Delantero,DC,No,174,80,95,19,1463,1,0,17,6,2.5,1.94,1.49,0.05,0.49,0.58,28.69,0.55,64.38,11.25,0.83,0.73,0.0,0.0,0.0,0.0
44,Miguel Torres,19,Francesa,Lazio,Serie A,Defensa,DFC,No,181,86,99,15,990,4,2,2,1,0.34,0.22,0.14,0.18,2.56,4.85,85.21,1.97,77.04,20.61,2.89,0.22,0.0,0.0,0.0,0.0
45,Rafael Vega,24,Francesa,Real Madrid,LaLiga,Mediocentro,MCO,No,185,73,63,1,69,6,3,1,3,0.38,1.13,1.28,0.23,1.55,0.64,22.8,1.78,88.15,46.86,1.36,0.75,0.0,0.0,0.0,0.0
46,Mateo Suárez,25,Francesa,Roma,Serie A,Delantero,EI,No,174,72,61,32,2112,6,2,6,3,1.62,1.22,2.37,0.35,0.63,0.27,49.92,0.0,60.99,29.96,0.35,1.61,0.0,0.0,0.0,0.0
47,Rafael Castro,21,Francesa,Valencia,LaLiga,Mediocentro,MCO,No,184,65,50,30,2250,10,0,2,7,0.59,0.57,1.86,0.91,1.2,0.82,23.84,1.78,79.9,42.71,0.66,0.52,0.0,0.0,0.0,0.0
48,Marco Suárez,29,Francesa,Inter,Serie A,Mediocentro,MC,No,180,74,53,34,2278,6,3,0,2,0.15,1.62,0.47,1.23,0.65,0.92,21.31,1.74,74.6,49.2,1.29,0.08,0.0,0.0,0.0,0.0
49,Luis Morales,33,Francesa,Atalanta,Serie A,Delantero,EI,No,189,71,83,15,990,7,2,15,3,1.89,1.14,0.71,0.51,0.09,0.29,48.1,0.61,72.98,22.65,0.01,2.74,0.0,0.0,0.0,0.0
50,Carlos Martínez,34,Francesa,Rennes,Ligue 1,Delantero,ED,No,184,82,78,22,1672,6,1,13,7,2.83,0.61,0.22,0.09,0.92,0.42,28.19,0.73,78.98,14.07,0.81,2.21,0.0,0.0,0.0,0.0
51,Andrés Gómez,33,Francesa,Nice,Ligue 1,Mediocentro,MCD,No,178,73,97,13,1001,1,1,1,2,0.53,0.65,0.22,0.79,1.18,0.17,55.06,1.55,77.25,50.51,0.95,0.08,0.0,0.0,0.0,0.0
52,Alejandro Díaz,26,Francesa,RB Leipzig,Bundesliga,Defensa,LI,No,195,71,52,23,1886,1,1,2,3,0.47,0.44,0.3,1.75,1.58,2.68,70.62,1.22,82.48,38.71,0.25,0.94,0.0,0.0,0.0,0.0
53,Miguel Díaz,28,Francesa,Marseille,Ligue 1,Delantero,EI,No,182,84,61,36,2988,6,2,10,10,2.09,0.95,2.9,0.14,0.48,0.01,29.39,0.38,75.28,25.6,0.47,0.7,0.0,0.0,0.0,0.0
54,Mateo Martínez,29,Francesa,Atlético Madrid,LaLiga,Mediocentro,MCO,No,184,75,60,16,1360,3,3,0,4,0.41,1.03,1.9,1.11,1.12,0.37,47.22,1.96,78.24,54.67,1.04,0.74,0.0,0.0,0.0,0.0
55,Enzo Ruiz,23,Francesa,Sevilla,LaLiga,Mediocentro,MCD,No,170,68,81,14,1106,10,2,0,1,0.02,1.95,0.02,1.73,0.96,0.62,52.49,1.03,80.1,32.81,0.35,0.63,0.0,0.0,0.0,0.0
56,Alejandro Vega,30,Francesa,Paris SG,Ligue 1,Defensa,LD,No,189,89,68,26,1690,2,3,1,0,0.03,0.42,0.81,1.86,2.43,4.3,63.0,0.52,62.92,36.23,1.81,0.26,0.0,0.0,0.0,0.0
57,Juan Pérez,24,Francesa,Freiburg,Bundesliga,Defensa,DFC,No,194,84,86,38,2546,1,0,3,3,0.43,0.16,0.99,1.22,1.02,1.51,86.57,0.13,63.55,37.14,1.27,0.3,0.0,0.0,0.0,0.0
58,Fernando Suárez,20,Francesa,Liverpool,Premier,Defensa,DFC,No,193,84,79,27,2025,5,2,1,0,0.18,0.02,0.25,3.0,1.91,4.89,60.79,0.11,71.82,29.12,0.22,0.97,0.0,0.0,0.0,0.0
59,Juan Ruiz,25,Francesa,Newcastle,Premier,Defensa,LI,No,178,78,82,3,249,3,0,3,2,0.45,0.07,0.59,0.16,2.01,3.17,76.99,1.72,82.07,27.82,1.93,0.73,0.0,0.0,0.0,0.0
60,Juan Sánchez,21,Francesa,RB Leipzig,Bundesliga,Delantero,DC,No,186,73,72,4,284,8,0,20,3,1.74,1.33,1.44,0.59,0.52,0.38,45.88,0.05,83.45,22.4,0.35,2.29,0.0,0.0,0.0,0.0
61,Marco Castro,31,Francesa,Tottenham,Premier,Defensa,LD,No,187,85,83,26,1716,10,2,2,3,0.09,0.29,0.33,0.35,0.16,1.2,56.27,0.22,79.87,25.42,0.04,0.73,0.0,0.0,0.0,0.0
62,Alejandro Ramos,20,Francesa,Borussia Dortmund,Bundesliga,Mediocentro,MC,No,181,75,75,38,3306,10,2,3,3,1.11,1.86,0.66,0.09,1.95,0.44,26.33,1.31,72.07,30.22,1.5,0.62,0.0,0.0,0.0,0.0
63,Miguel Martínez,30,Francesa,Freiburg,Bundesliga,Defensa,LD,No,178,84,86,21,1554,9,2,3,3,0.15,0.09,0.67,1.19,2.4,2.09,74.17,1.12,60.79,30.06,2.52,0.54,0.0,0.0,0.0,0.0
64,Juan Morales,32,Francesa,Real Sociedad,LaLiga,Mediocentro,MCO,No,176,74,54,34,2176,7,1,5,7,0.6,0.9,0.78,1.02,0.41,0.02,51.0,0.04,78.42,35.9,0.58,0.54,0.0,0.0,0.0,0.0
65,Carlos Gómez,26,Francesa,Arsenal,Premier,Mediocentro,MCD,No,181,71,59,21,1470,7,1,2,5,0.51,1.54,1.02,1.88,1.57,0.34,47.37,1.05,85.83,31.77,0.02,0.88,0.0,0.0,0.0,0.0
66,Marco Fernández,19,Francesa,Manchester United,Premier,Defensa,LI,No,175,73,77,4,276,1,3,0,3,0.39,0.29,0.67,1.15,0.72,4.47,57.25,0.98,63.22,18.29,1.58,0.88,0.0,0.0,0.0,0.0
67,Juan Cruz,35,Francesa,Lazio,Serie A,Delantero,ED,No,175,83,75,35,2765,6,2,8,8,2.81,1.1,0.1,0.39,0.49,0.03,46.22,0.24,84.2,22.27,0.58,1.47,0.0,0.0,0.0,0.0
68,Diego Vega,31,Francesa,Arsenal,Premier,Mediocentro,MCO,No,179,69,55,31,2263,5,2,2,4,1.13,1.56,0.5,0.17,0.27,0.81,41.83,0.51,65.48,31.49,0.92,0.71,0.0,0.0,0.0,0.0
69,Pedro Castro,26,Francesa,Liverpool,Premier,Mediocentro,MCD,No,183,76,96,2,152,1,1,2,5,0.58,0.53,0.36,0.12,1.26,0.26,41.56,0.07,85.33,40.44,0.78,0.24,0.0,0.0,0.0,0.0
70,Marco Alvarez,19,Francesa,AC Milan,Serie A,Delantero,ED,No,175,65,66,4,340,9,0,6,6,1.83,0.36,1.55,0.26,0.3,0.88,39.94,0.66,73.03,28.77,0.64,0.37,0.0,0.0,0.0,0.0
71,Thiago Fernández,21,Francesa,Nice,Ligue 1,Delantero,ED,No,186,79,81,31,1953,10,1,8,7,2.45,1.3,2.07,0.28,0.02,0.55,24.87,0.59,76.97,11.91,0.5,2.45,0.0,0.0,0.0,0.0
72,Nicolás Morales,22,Francesa,Atlético Madrid,LaLiga,Defensa,DFC,No,187,82,54,7,623,2,1,1,0,0.42,0.17,0.41,2.84,1.27,0.23,57.56,0.08,78.39,29.72,2.44,0.66,0.0,0.0,0.0,0.0
73,Marco Martínez,18,Francesa,Atalanta,Serie A,Portero,POR,No,193,91,89,6,504,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.7,18.15,2.91,0.0,1.05,6.28,47.52,10.65
74,Gabriel Cruz,36,Francesa,Newcastle,Premier,Delantero,DC,No,184,82,61,23,1495,7,1,9,4,1.78,1.17,2.44,0.77,0.94,0.07,46.74,0.46,61.99,16.29,0.97,1.26,0.0,0.0,0.0,0.0
75,Luis Fernández,30,Francesa,Atlético Madrid,LaLiga,Delantero,EI,No,189,80,53,6,480,1,2,14,4,1.09,0.98,1.14,0.71,0.07,0.78,45.48,0.93,83.43,10.93,0.3,1.65,0.0,0.0,0.0,0.0
76,Daniel Vega,34,Francesa,Bayern Munich,Bundesliga,Mediocentro,MCO,Sí,184,66,74,25,2000,1,0,4,6,0.59,0.98,0.48,1.38,0.57,0.46,54.56,0.35,85.52,36.55,0.59,0.42,0.0,0.0,0.0,0.0
77,Miguel Castro,18,Francesa,Roma,Serie A,Mediocentro,MCD,No,173,66,65,36,2556,7,1,3,1,0.01,0.39,0.39,0.68,0.36,0.53,33.25,1.05,76.31,40.64,1.47,0.66,0.0,0.0,0.0,0.0
78,Diego Ruiz,19,Francesa,Lazio,Serie A,Defensa,DFC,Sí,191,83,98,38,3344,9,2,1,2,0.32,0.35,0.34,0.11,2.21,4.36,84.84,0.78,70.19,39.18,0.95,0.98,0.0,0.0,0.0,0.0
79,Daniel Torres,33,Francesa,Atalanta,Serie A,Defensa,LD,No,175,85,84,15,1305,4,3,0,2,0.42,0.31,0.18,0.75,1.52,3.66,82.54,0.13,66.67,21.9,1.95,0.25,0.0,0.0,0.0,0.0
80,Rafael Molina,32,Francesa,Freiburg,Bundesliga,Defensa,LD,No,185,83,93,29,2088,6,0,3,4,0.11,0.43,0.69,2.06,1.65,3.15,61.6,0.03,80.21,19.25,1.73,0.77,0.0,0.0,0.0,0.0
81,Carlos Martínez,32,Francesa,Nice,Ligue 1,Portero,POR,No,185,92,55,23,1702,7,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.28,7.4,2.28,0.0,3.68,13.24,29.48,5.77
82,Marco Castro,19,Francesa,AC Milan,Serie A,Delantero,DC,No,173,73,91,17,1224,7,0,20,3,1.96,0.58,0.14,0.51,0.01,0.91,20.11,0.3,65.73,10.33,0.99,2.71,0.0,0.0,0.0,0.0
83,Gabriel González,36,Francesa,Lens,Ligue 1,Mediocentro,MCO,No,175,76,64,27,1890,4,0,2,1,0.82,1.64,1.66,1.34,1.17,0.81,52.42,1.72,73.61,39.2,1.93,0.48,0.0,0.0,0.0,0.0
84,Gabriel Martínez,21,Francesa,Bayer Leverkusen,Bundesliga,Mediocentro,MC,No,180,68,89,28,2436,5,2,1,0,1.19,0.38,0.66,0.75,0.21,0.83,42.07,0.34,84.02,45.72,0.64,0.38,0.0,0.0,0.0,0.0
85,Enzo Sánchez,34,Francesa,Sevilla,LaLiga,Mediocentro,MCO,No,181,71,65,37,2368,1,3,1,7,0.59,0.75,1.1,1.54,0.61,0.93,40.76,1.0,81.85,39.84,1.22,0.81,0.0,0.0,0.0,0.0
86,Nicolás Gómez,25,Francesa,Chelsea,Premier,Mediocentro,MCO,No,180,73,68,6,444,10,0,2,2,0.05,1.07,0.18,1.11,1.75,0.72,52.6,0.06,73.99,31.7,1.04,0.2,0.0,0.0,0.0,0.0
87,Alejandro Castro,24,Francesa,Newcastle,Premier,Mediocentro,MCO,No,177,72,53,14,924,1,2,2,1,0.54,1.66,0.42,1.68,0.82,0.7,42.22,1.91,72.82,41.72,0.35,0.62,0.0,0.0,0.0,0.0
88,Juan González,18,Francesa,Bayern Munich,Bundesliga,Mediocentro,MCD,No,173,67,67,7,427,2,2,0,7,0.16,1.33,0.93,1.06,1.8,0.88,39.27,1.73,69.05,46.72,1.13,0.63,0.0,0.0,0.0,0.0
89,Alejandro Sánchez,25,Francesa,Bayer Leverkusen,Bundesliga,Mediocentro,MC,No,176,76,51,31,2728,7,3,2,7,0.18,0.04,0.18,0.91,1.73,0.76,24.24,1.34,67.23,50.28,1.51,0.9,0.0,0.0,0.0,0.0
90,Alejandro Ruiz,32,Francesa,Atalanta,Serie A,Defensa,LI,No,185,80,50,35,2520,10,3,1,4,0.43,0.45,0.05,1.66,2.31,0.49,89.44,0.53,68.08,17.17,2.85,0.56,0.0,0.0,0.0,0.0
91,Alejandro Cruz,22,Francesa,Napoli,Serie A,Defensa,LI,No,191,83,75,3,267,10,3,2,1,0.05,0.33,0.16,0.8,1.65,4.93,71.68,0.86,65.8,31.69,0.96,0.11,0.0,0.0,0.0,0.0
92,Andrés Ortega,23,Francesa,Nice,Ligue 1,Delantero,ED,No,182,80,63,5,405,8,1,5,2,1.63,1.02,1.02,0.65,0.94,0.67,30.26,0.71,62.03,25.75,0.56,1.72,0.0,0.0,0.0,0.0
93,Carlos Vega,20,Francesa,Real Sociedad,LaLiga,Defensa,LI,No,175,80,71,1,64,2,1,3,0,0.22,0.1,0.48,0.62,1.19,4.9,74.26,0.06,65.79,36.77,0.3,0.46,0.0,0.0,0.0,0.0
94,Andrés Ruiz,35,Francesa,Lens,Ligue 1,Mediocentro,MC,No,171,71,70,33,2475,0,0,1,3,0.23,1.37,1.53,0.76,1.62,0.57,46.08,1.44,89.17,38.87,1.15,0.93,0.0,0.0,0.0,0.0
95,Andrés López,25,Francesa,Manchester United,Premier,Mediocentro,MCO,No,170,70,60,32,2016,9,1,1,1,0.15,1.21,0.55,1.62,0.42,0.76,44.79,0.78,66.48,59.28,0.33,0.89,0.0,0.0,0.0,0.0
96,Rafael Fernández,30,Francesa,Manchester United,Premier,Mediocentro,MC,No,183,80,94,7,532,10,2,5,0,1.17,1.3,0.88,1.6,1.43,0.52,34.84,0.94,88.87,58.64,0.39,0.51,0.0,0.0,0.0,0.0
97,Carlos Alvarez,24,Francesa,RB Leipzig,Bundesliga,Defensa,LD,No,186,83,72,27,1863,10,0,0,2,0.24,0.49,0.22,2.95,1.01,1.93,59.12,0.46,66.99,23.04,0.65,0.81,0.0,0.0,0.0,0.0
98,Alejandro Alvarez,27,Francesa,Borussia Dortmund,Bundesliga,Delantero,ED,No,170,80,67,3,192,7,0,16,9,2.72,0.2,1.41,0.31,0.61,0.07,45.54,0.41,63.5,26.26,0.98,0.22,0.0,0.0,0.0,0.0
99,Marco Vega,32,Francesa,Newcastle,Premier,Defensa,LI,No,186,85,95,21,1638,10,3,0,1,0.38,0.4,0.87,0.51,2.81,0.24,76.44,1.07,76.33,26.07,1.67,0.97,0.0,0.0,0.0,0.0
100,Thiago Vega,31,Francesa,Lazio,Serie A,Mediocentro,MCD,No,179,72,72,20,1540,6,1,3,6,1.31,1.07,1.01,0.28,0.6,0.3,26.08,0.5,86.45,53.92,1.09,0.79,0.0,0.0,0.0,0.0
101,Santiago Torres,32,Argentina,Sevilla,LaLiga,Mediocentro,MCD,No,181,80,99,4,336,8,1,5,5,0.12,0.7,1.83,1.73,0.76,0.72,25.34,1.49,78.44,36.87,1.93,0.9,0.0,0.0,0.0,0.0
102,Andrés Torres,22,Argentina,Villarreal,LaLiga,Mediocentro,MCD,No,180,80,68,20,1380,9,2,2,4,1.17,1.29,1.58,0.96,0.33,0.92,41.48,1.27,70.35,34.59,1.93,0.48,0.0,0.0,0.0,0.0
103,Juan Pérez,33,Argentina,Atalanta,Serie A,Defensa,LI,No,185,84,87,22,1738,1,0,2,2,0.06,0.0,0.98,1.45,1.69,1.03,59.42,1.28,74.26,27.58,0.19,0.79,0.0,0.0,0.0,0.0
104,Thiago González,26,Argentina,AC Milan,Serie A,Portero,POR,No,188,89,60,13,1014,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.39,17.91,2.91,0.0,2.11,13.1,40.58,20.99
105,Rafael Ortega,34,Argentina,RB Leipzig,Bundesliga,Defensa,LI,No,195,71,57,27,2268,5,3,1,2,0.14,0.4,0.91,2.74,1.29,0.28,63.21,1.67,61.26,31.19,1.33,0.24,0.0,0.0,0.0,0.0
106,Daniel Fernández,35,Argentina,Chelsea,Premier,Mediocentro,MCD,No,178,77,52,6,384,1,3,2,1,1.28,0.77,1.11,0.04,1.95,0.61,21.36,0.87,69.87,39.77,1.64,0.6,0.0,0.0,0.0,0.0
107,Lucas Molina,32,Argentina,Villarreal,LaLiga,Delantero,ED,No,184,77,99,16,1440,2,0,9,2,2.25,1.63,2.39,0.4,0.38,0.31,48.73,0.27,76.57,24.63,0.16,2.69,0.0,0.0,0.0,0.0
108,Rafael Díaz,25,Argentina,Atlético Madrid,LaLiga,Defensa,LD,No,176,77,85,36,2592,0,3,2,4,0.03,0.13,0.23,2.65,1.57,2.82,63.43,1.49,68.9,22.35,0.72,0.25,0.0,0.0,0.0,0.0
109,Enzo López,25,Argentina,Bayer Leverkusen,Bundesliga,Delantero,EI,No,174,76,66,17,1020,3,2,15,10,2.7,1.44,2.1,0.33,0.81,0.49,45.12,0.45,71.19,20.61,0.71,1.22,0.0,0.0,0.0,0.0
110,Gabriel Vega,19,Argentina,Barcelona,LaLiga,Defensa,LI,No,188,90,55,22,1716,0,1,2,3,0.16,0.44,0.62,2.56,0.48,1.3,78.86,1.11,77.86,28.86,2.42,0.44,0.0,0.0,0.0,0.0
